VENDOR	CODE	BARCODE	BARCODE_DISPLAY	NAME_KR	NAME_EN	SIZE
Hanmi	15248	087703152489	0 87703 15248 9	바지락칼국수,용기(수라상) 6PACK	KOREAN STYLE NOODLE SOUP, BOWL (CLAM FLAVOR)	6/7.12OZ(202G)
Hanmi	18244	087703182448	0 87703 18244 8	튀김우동,용기(수라상) 6PACK	TEMPURA FLAVOR UDON, BOWL	6/7.87OZ(223.3G)
Hanmi	17121	087703171213	0 87703 17121 3	얼큰한버섯칼국수(수라상) 6PACK	KOREAN STYLE NOODLE SOUP, BOWL (SPICY FLAVOR)	6/7.86OZ(223G)
Hanmi	18245	087703182455	0 87703 18245 5	데리야끼우동(왕) 6PACK	TERIYAKI UDON, BOWL	6/7.72OZ(219G)
Hanmi	28998	087703289987	0 87703 28998 7	뚝불우동,용기(왕) 6PACK	KOREAN STYLE NOODLE, BOWL (BULGOGI FLAVOR)	6/8.08OZ(229G)
Hanmi	29795	087703297951	0 87703 29795 1	불닭볶음우동,용기(왕) 6PACK	KOREAN STYLE NOODLE, BOWL (CHICKEN FLAVOR)	6/7.79OZ(221G)
Hanmi	29784	087703297845	0 87703 29784 5	김치말이잔치국수,용기(수라상) 6PACK	KOREAN STYLE NOODLE, BOWL (KIMCHI FLAVOR)	6/5.92OZ(168G)
Hanmi	05731	087703057319	0 87703 05731 9	왕매운까르보나라볶음우동	WANG Spicy Carbonara Udon	6/7.37oz
Hanmi	07114	087703071148	0 87703 07114 8	수라상전통들깨떡국	Perilla Seed Rice Cake Soup	6/6.4OZ
Hanmi	34961	087703349612	0 87703 34961 2	전통떡국(수라상),용기6PACK	KOREAN STYLE RICE CAKE SOUP, BOWL	6/6.24OZ(177G)
Hanmi	02514	087703025141	0 87703 02514 1	왕마라탕우동,용기, 6PACK	WANG Malatang Udon	6/7.93oz
Hanmi	23071	087703230712	0 87703 23071 2	왕뚝불우동, Value Pack	WANG Beef Bulgogi Udon Box Value Pack	6/229g
Hanmi	23072	087703230729	0 87703 23072 9	왕가쓰오우동, Value Pack	WANG Gatsuo Udon Box Value Pack	6/221g
Hanmi	34958	087703349582	0 87703 34958 2	즉석쌀국수,멸치맛용기(왕) 6PACK	ASIAN STYLE NOODLE, ANCHOVY FLAVOR, BOWL	6/3.52OZ(100G)
Hanmi	34959	087703349599	0 87703 34959 9	즉석쌀국수해물6팩6/3.45 oz	ASIAN STYLE NOODLE, SEAFOOD FLAVOR, BOWL	6/3.52OZ(100G)
Hanmi	34960	087703349605	0 87703 34960 5	즉석쌀국수컵,김치(왕) 6PACK	ASIAN STYLE NOODLE, KIMCHI FLAVOR, CUP	6/3.45OZ(98G)
Hanmi	35610	087703356108	0 87703 35610 8	즉석쌀국수,곰탕맛(왕) 6PACK	ASIAN STYLE NOODLE, ARTIFICIAL BEEF FLAVOR, CUP	6/3.25OZ(92G)
Hanmi	09320	087703093201	0 87703 09320 1	왕베트남쌀국수매운소고기6팩	WANG Asian Style Spicy Beef Noodle	6/2.64oz
Hanmi	09321	087703093218	0 87703 09321 8	왕베트남쌀국수해물맛6팩	WANG Asian Style Seafood Noodle	6/2.57oz
Hanmi	09322	087703093225	0 87703 09322 5	왕베트남쌀국수돼지고기6팩	WANG Asian Stlye Pork Ribs Noodle	6/2.53oz
Hanmi	12449	087703124493	0 87703 12449 3	베트남쌀국수소고기맛	Pho Beef Flavor 6pk	6/2.53oz
Hanmi	10890	087703108905	0 87703 10890 5	세이면진실의미간잔치국수	SAYMYEON Korean Style Noodle Soup	8/6.94oz
Hanmi	10894	087703108943	0 87703 10894 3	세이면진실의미간김치국수	SAYMYEON Korean Kimchi Noodle Soup	8/6.94oz
Hanmi	24885	087703248854	0 87703 24885 4	수라상서울잡채(6팩)	SURASANG Seoul Japchae (6pk)	6/7.21oz
Hanmi	24886	087703248861	0 87703 24886 1	수라상부산비빔당면	SURASANG Busan Spicy Glass Noodles 6pk	6/7.32 oz
Hanmi	23892	087703238923	0 87703 23892 3	수라상투움바파스타	SURASANG TOOWOOMBA PASTA(6PK)	6/6.41oz
Hanmi	23893	087703238930	0 87703 23893 0	수라상매운까르보나라파스타	SURASANG SPICY CARBONARA PASTA(6PK)	6/6.41oz
Hanmi	01013	087703010130	0 87703 01013 0	오모리김치찌개라면,봉지(유어스)	ORIENTAL STYLE INSTANT NOODLE	6/4/4.23OZ(160G)
Hanmi	01015	087703010154	0 87703 01015 4	오모리김치찌개라면,용기(유어스)	ORIENTAL STYLE INSTANT NOODLE	16/5.29OZ(150G)
Hanmi	02301	087703023017	0 87703 02301 7	공화춘짜장,봉지(유어스)	ORIENTAL STYLE INSTANT NOODLE	6/4/6.87OZ(195G)
Hanmi	02302	087703023024	0 87703 02302 4	공화춘짜장,용기(유어스)	ORIENTAL STYLE INSTANT NOODLE	16/5.64OZ(160G)
Hanmi	31269	087703312692	0 87703 31269 2	88서울국물떡볶이(수라상)	RICE CAKE WITH HOT SAUCE	6/6OZ(170G)
Hanmi	22139	087703221390	0 87703 22139 0	불닭맛떡볶이,용기(왕)	RICE CAKE WITH HOT SAUCE, HOT CHICKEN FLAVOR	6/6.45OZ(183G)
Hanmi	02980	087703029804	0 87703 02980 4	로제떡볶이,용기(수라상) 6PACK	RICE CAKE WITH SOUP, ROSE FLAVOR	6/5.92OZ(168G)
Hanmi	02981	087703029811	0 87703 02981 1	짜장떡볶이	RICE CAKE WITH SOUP, JJAJANG FLAVOR	6/5.74OZ(163G)
Hanmi	05587	087703055872	0 87703 05587 2	불닭맛까르보나라떡볶이	RICE CAKE WITH HOT SAUCE, CARBONARA FLAVOR	6/5.96OZ(169G)
Hanmi	06453	087703064539	0 87703 06453 9	수라상88로제라볶이	RICE CAKE WITH NOODLE ROSE SAUCE	6/182G
Hanmi	06452	087703064522	0 87703 06452 2	수라상88서울국물라볶이	RICE CAKE WITH NOODLE HOT SAUCE	6/182G
Hanmi	12816	087703128163	0 87703 12816 3	왕데리야끼떡볶이6팩	TERIYAKI TOPOKKI BOWL	6/5.82OZ
Hanmi	08605	087703086050	0 87703 08605 0	왕까르보나라떡볶이	WANG BULDAK CARBONARA TTEKBOKI	10/14.30OZ
Hanmi	08604	087703086043	0 87703 08604 3	왕오리지널국물떡볶이	WANG Original TTEKBOKI RICE CAKE	10/14.30OZ
Hanmi	16442	087703164420	0 87703 16442 0	왕로제쫄볶이	Wang Rose Noodles And Rice Cakes	10/12.5oz
Hanmi	19246	087703192461	0 87703 19246 1	왕로제떡볶이	WANG Rose Ttokpokki	10/12.69 OZ
Hanmi	83526	087703835269	0 87703 83526 9	동원떡볶이의신즉석라볶이	DONGWON Rappoki ,Original	10/327g
Hanmi	83585	087703835856	0 87703 83585 6	동원떡볶이의신짜장라볶이	DW Rice Cake&Ramen w/ Black Bean	10/327g
Hanmi	83528	087703835283	0 87703 83528 3	동원떡볶이의신매콤달콤떡볶이	DW Topokki Pouch,Sweet&Spicy	16/240g
Hanmi	83529	087703835290	0 87703 83529 0	동원떡볶이의신고소치즈떡볶이	DW Topokki Pouch,Cheese	16/240g
Hanmi	83530	087703835306	0 87703 83530 6	동원떡볶이의신더매운떡볶이	DW Topokki Pouch,Hot & Spicy	16/240g
Hanmi	83537	087703835375	0 87703 83537 5	동원떡볶이의신로제떡볶이	DONGWON Toppoki Rose	10/360g
Hanmi	83531	087703835313	0 87703 83531 3	동원떡볶이의신매콤달콤컵떡뽂	DW Cup Spicy & Sweet Topokki	16/120g
Hanmi	83532	087703835320	0 87703 83532 0	동원떡볶이의신고소치즈컵떡볶	DONGWON Cheese Topokki Cup	16/120g
Hanmi	83533	087703835337	0 87703 83533 7	동원떡볶이의신더매운컵떡볶이	DW Topokki Cup,Hot & Spicy	16/120g
Hanmi	83534	087703835344	0 87703 83534 4	동원떡볶이의신로제컵떡볶이	DONGWON Topokki Cup,Rose	16/160g
Hanmi	10320	087703103207	0 87703 10320 7	가쓰오우동,수타면(왕)	KATSUO FLAVOR UDON	12/15.06OZ(427G)
Hanmi	09702	087703097025	0 87703 09702 5	해물맛우동,수타면(왕)	SEAFOOD FLAVOR UDON	12/14.95OZ(424G)
Hanmi	09999	087703099999	0 87703 09999 9	육개장우동,수타면(왕)	HOT FLAVOR UDON	12/15.16OZ(430G)
Hanmi	22086	087703220867	0 87703 22086 7	불닭맛볶음우동, 2인분	KOREAN STYLE STIR-FRIED NOODLE (HOT CHICKEN FLAVOR)	12/15.58OZ(442G)
Hanmi	04901	087703049017	0 87703 04901 7	생우동,점보3PCS (왕)	ASIAN STYLE NOODLE KATSUO FLAVOR	12/22.2OZ(630g)
Hanmi	21935	087703219359	0 87703 21935 9	생우동,점보3PC (왕)해물맛	ASIAN STYLE NOODLE SEAFOOD FLAVOR	12/22.43OZ(636G)
Hanmi	21936	087703219366	0 87703 21936 6	생우동,점보3PCS (왕)김치맛	ASIAN STYLE NOODLE KIMCHI FLAVOR	12/22.53OZ(639G)
Hanmi	05021	087703050211	0 87703 05021 1	생우동SUKINA (한일)	ASIAN STYLE UDON	30/7OZ(200G)
Hanmi	11191	087703111912	0 87703 11191 2	생우동(SUKINA) W/O SOUP	ASIAN STYLE UDON	10/21.16OZ(600G)
Hanmi	12959	087703129597	0 87703 12959 7	스키나냉모밀	SUKINA COLD BUCK WHEAT NOODLE	12 / 15.14OZ
Hanmi	12960	087703129603	0 87703 12960 3	스키나냉우동	SUKINA COLD UDON	12 / 15.14OZ
Hanmi	20081	087703200814	0 87703 20081 4	들기름메밀막국수	Perilla Oil Buckwheat Noodles	12/15.80 OZ
Hanmi	81375	087703813755	0 87703 81375 5	농심신라면10PK	NONGSHIM Shin Noodle 10pk	10/4.23 oz
Hanmi	81222	087703812222	0 87703 81222 2	농심신라면(4x4)	NONGSHIM Shin Noodle 4x4	4/4/4.23 oz
Hanmi	81386	087703813861	0 87703 81386 1	농심신라면블랙(4x4)	NONGSHIM Shin Noodle Black 4x4	6/4/4.58 oz
Hanmi	81254	087703812543	0 87703 81254 3	농심김치라면멀티	NONGSHIM Kimchi Noodle	6/4/4.23 oz
Hanmi	80704	087703807044	0 87703 80704 4	농심너구리(4x4)	Neoguri Spicy Seafood Noodle 4x4	4/4/4.23 oz
Hanmi	81253	087703812536	0 87703 81253 6	농심짜파게티(4x4)	NONGSHIM Chapagetti Noodle 4x4	4/4/4.50 oz
Hanmi	81402	087703814028	0 87703 81402 8	농심안성탕면(4x4)	Ansungtangmyun Noodle 4x4	4/4/125G
Hanmi	80435	087703804357	0 87703 80435 7	농심R순라면(4x4)	Soon Noodle 4x4	8/4/112G
Hanmi	81516	087703815162	0 87703 81516 2	농심신라면그린(4x4)	NONGSHIM Shin Noodle Green (4X4)	4/4/4.62 oz
Hanmi	81517	087703815179	0 87703 81517 9	농심신라면골드	NONGSHIM Shin Noodle Gold (4X4)	4/4/4.79 oz
Hanmi	83216	087703832169	0 87703 83216 9	농심부대라면	NONGSHIM Budae Ramyun	4/4/120g
Hanmi	83610	087703836105	0 87703 83610 5	농심신라면(멀티)-김치볶음	NONGSHIM Shin Noodle(Multi)-Kimchi Stir-Fry	8/4/137g
Hanmi	80268	087703802681	0 87703 80268 1	농심신건면멀티	Shin Ramyun Light	8/4/3.42oz
Hanmi	83350	087703833500	0 87703 83350 0	농심라면	NONGSHIM Ramyun	8/4/124g
Hanmi	83586	087703835863	0 87703 83586 3	농심R육개장(멀티)	NONGSHIM YukGaeJang(Multi)	4/4/120g
Hanmi	80454	087703804548	0 87703 80454 8	농심R감자면멀티	NONGSHIM Potato Noodle	12/4/3.53 oz
Hanmi	82456	087703824560	0 87703 82456 0	농심신라면툼바	NONGSHIM Toomba Shin Ramyun	4/4/4.83 oz
Hanmi	80225	087703802254	0 87703 80225 4	농심R너구리멀티-순한맛	NONGSHIM Neoguri Mild	8/4/4.23oz
Hanmi	82708	087703827080	0 87703 82708 0	농심R오징어짬뽕멀티	NONGSHIM Squid Cham Pong	8/4/124g
Hanmi	80455	087703804555	0 87703 80455 5	농심볶음너구리멀티	NONGSHIM Stir Fry Noodle Neoguri	8/4/4.83oz
Hanmi	80439	087703804395	0 87703 80439 5	농심R무파마탕면멀티	NONGSHIM Mupama Tangmyun Noodle	8/4/4.3oz
Hanmi	80442	087703804425	0 87703 80442 5	농심멸치칼국수멀티	NONGSHIM Anchovy Kal Guk Soo	8/5/3.45oz
Hanmi	80423	087703804234	0 87703 80423 4	농심신사발면	NONGSHIM Shin Noodle Bowl	12/3.03 oz (86g)
Hanmi	80421	087703804210	0 87703 80421 0	농심육개장사발면	NONGSHIM Hot&Spicy Noodle Bowl	12/3.03 oz (86g)
Hanmi	80420	087703804203	0 87703 80420 3	농심김치사발면	NONGSHIM Kimchi Noodle Bowl	12/3.03 oz (86g)
Hanmi	80437	087703804371	0 87703 80437 1	농심매운치킨사발면	NONGSHIM Spicy Chicken Noodle Bowl 8502100	12/3.03 oz (86g)
Hanmi	80441	087703804418	0 87703 80441 8	농심랍스터사발면	NONGSHIM Lobster Noodle Bowl 8502402	12/3.03 oz (86g)
Hanmi	80447	087703804470	0 87703 80447 0	농심소고기사발면	NONGSHIM Beef Noodle Bowl 8502243	12/3.03 oz (86g)
Hanmi	82215	087703822153	0 87703 82215 3	농심치킨사발면	NONGSHIM Chicken Noodle Bowl	12/86g
Hanmi	82103	087703821033	0 87703 82103 3	농심새우사발면	NONGSHIM Shrimp Noodle Bowl	12/86g
Hanmi	80438	087703804388	0 87703 80438 8	농심매운새우사발면	NONGSHIM Spicy Shrimp Noodle Bowl 8502102	12/3.03 oz (86g)
Hanmi	80432	087703804326	0 87703 80432 6	농심신라면컵	NONGSHIM Shin Noodle Cup	1/6/2.64 oz (75g)
Hanmi	81146	087703811461	0 87703 81146 1	농심신라면블랙컵	NONGSHIM Shin Black Noodle Cup	6/3.56 oz (101g)
Hanmi	80422	087703804227	0 87703 80422 7	농심순라면컵	NONGSHIM Soon Cup Veggie Noodle	1/6/2.64 oz (75g)
Hanmi	80949	087703809499	0 87703 80949 9	농심순김치라면컵	NONGSHIM Soon Kimchi Cup	1/6/2.64 oz
Hanmi	80424	087703804241	0 87703 80424 1	농심너구리컵	NONGSHIM Neoguri Spicy Seafood Noodle Cup	1/6/2.64 oz (75g)
Hanmi	80651	087703806511	0 87703 80651 1	농심신라면비건컵	NONGSHIM Shin Noodle Vegan Cup	1/6/2.64 oz
Hanmi	80430	087703804302	0 87703 80430 2	농심튀김우동컵	NONGSHIM Tempura Udon Cup	1/6/2.64 oz (75g)
Hanmi	80428	087703804289	0 87703 80428 9	농심R매운새우탕컵	NONGSHIM Spicy Shrimp Noodle Cup	6/2.36oz
Hanmi	83429	087703834293	0 87703 83429 3	농심R부대라면(컵)	NONGSHIM Budae Noodle(Cup)	6/75g
Hanmi	83428	087703834286	0 87703 83428 6	농심R새우&하바네로(컵)	NONGSHIM Shrimp&Habanero(Cup)	6/75g
Hanmi	80076	087703800762	0 87703 80076 2	농심생생우동BOWL	NS FRESH UDON BOWL 5	5PK/276G
Hanmi	83300	087703833005	0 87703 83300 5	농심후레시튀김우동	NONGSHIM Fresh Udon Bowl Tempura	4/277g
Hanmi	83188	087703831889	0 87703 83188 9	농심R우동면	NONGSHIM Shin Udon Noodle	10/253g
Hanmi	83351	087703833517	0 87703 83351 7	농심후레시우동테리야끼	NONGSHIM Fresh Udon Teriyaki	10/251g
Hanmi	83352	087703833524	0 87703 83352 4	농심후레시우동핫&스파이시	NONGSHIM Fresh Udon Hot&Spicy	10/245g
Hanmi	81707	087703817074	0 87703 81707 4	농심신라면큰사발	NONGSHIM Shin Noodle Big Bowl	12/4.02 oz (114g)
Hanmi	80502	087703805026	0 87703 80502 6	농심짜파구리큰사발	NONGSHIM Chapaguri Big Bowl	6/4.02 oz (114g)
Hanmi	82457	087703824577	0 87703 82457 7	농심순두부라면	NONGSHIM Big Bowl Soon Tofu 6pk	6/101g
Hanmi	81377	087703813779	0 87703 81377 9	농심튀김우동큰사발	NONGSHIM Tempura Udon Big Bowl	6/114g
Hanmi	80710	087703807105	0 87703 80710 5	농심돈코츠큰사발면	NONGSHIM Tonkotsu Kuromayu Big Bowl	6/3.56 oz (101g)
Hanmi	81657	087703816572	0 87703 81657 2	농심신라면골드큰사발	NONGSHIM Shin Ramen Gold Big Bowl	6/101G
Hanmi	82458	087703824584	0 87703 82458 4	HOT& SOUR두부라면	NONGSHIM Big Bowl Hot & Sour 6pk	6/101g
Hanmi	82433	087703824331	0 87703 82433 1	신라면레드큰사발	NONGSHIM Shin Red Big Bowl 6pk	6/117g
Hanmi	82834	087703828346	0 87703 82834 6	농심R오징어짬뽕큰사발	Squid Champong Big Bowl	12/101g
Hanmi	80443	087703804432	0 87703 80443 2	농심튀김우동큰사발	NONGSHIM Tempura Udon Big Bowl	12/4.02 oz
Hanmi	83043	087703830431	0 87703 83043 1	농심R육개장(큰사발)	NONGSHIM YukGaeJang(Big Bowl)	6/101g
Hanmi	83375	087703833753	0 87703 83375 3	농심신똠얌큰컵	NONGSHIM Shin Tomyum Ramyun	12/117 g
Hanmi	82486	087703824867	0 87703 82486 7	농심R신라면볶음면큰사발	Nongshim Bowl Shin Stir Fry Spicy Beef	6/106G
Hanmi	82819	087703828193	0 87703 82819 3	농심R신라면툼바큰사발	NONGSHIM Shin SQ.Bowl Toomba	6/106G
Hanmi	83427	087703834279	0 87703 83427 9	농심짜파게티사발면사각6/3.8	NONGSHIM Chapagetti Square 6 Bowl	6/106g
Hanmi	82914	087703829145	0 87703 82914 5	진라면멀티순한맛	JIN RAMEN MILD	4/120G
Hanmi	82915	087703829152	0 87703 82915 2	진라면멀티매운맛	JIN RAMEN SPICY	4/120G
Hanmi	82916	087703829169	0 87703 82916 9	진라면순한맛BOWL	JIN RAMEN MILD BOWL	6/110g
Hanmi	82917	087703829176	0 87703 82917 6	진라면매운맛BOWL	JIN RAMEN SPICY BOWL	6/110g
Hanmi	82918	087703829183	0 87703 82918 3	진라면순한맛CUP	JIN RAMEN MILD CUP	6/65g
Hanmi	82919	087703829190	0 87703 82919 0	진라면매운맛CUP	JIN RAMEN SPICY CUP	6/65g
Hanmi	33858	087703338586	0 87703 33858 6	삼양불닭볶음면	SAMYANG Buldak Chicken Flavor Ramen	8/5/140g
Hanmi	33859	087703338593	0 87703 33859 3	삼양핵불닭볶음면	SAMYANG 2X Buldak Chicken Flavor Ramen	8/5/140g
Hanmi	33860	087703338609	0 87703 33860 9	삼양불닭볶음탕면	SAMYANG Stew Buldak Chicken Flavor Ramen	8/5/145g
Hanmi	33861	087703338616	0 87703 33861 6	삼양치즈불닭볶음면	SAMYANG Cheese Buldak Chicken Flavor Ramen	8/5/140g
Hanmi	33864	087703338647	0 87703 33864 7	삼양까르보불닭볶음면	SAMYANG Carbo Buldak Chicken Flavor Ramen	8/5/130g
Hanmi	83108	087703831087	0 87703 83108 7	삼양R스와이시불닭볶음면	SAMYANG Buldak Ramen-Swicy	8/5/140g
Hanmi	81528	087703815285	0 87703 81528 5	삼양크림까르보불닭볶음면	SAMYANG Spicy Chicken Flavor Ramen Cream Carbonara	8/5/4.94oz
Hanmi	81529	087703815292	0 87703 81529 2	삼양하바네로라임불닭볶음면	SAMYANG Spicy Chicken Flavor Ramen Habanero Lime	8/5/4.76oz
Hanmi	81725	087703817258	0 87703 81725 8	삼양똠얌불닭볶음탕	SAMYANG Spicy TOM YUM Flavor Ramen	
Hanmi	82820	087703828209	0 87703 82820 9	삼양로제불닭볶음면멀티	Buldak Rose Ramen	8/5/140G
Hanmi	82821	087703828216	0 87703 82821 6	삼양야끼소바불닭볶음면	Buldak Yakisoba Ramen	8/5/125G
Hanmi	83109	087703831094	0 87703 83109 4	삼양타코불닭볶음면	SAMYANG Buldak Taco Ramen	8/5/140g
Hanmi	82938	087703829381	0 87703 82938 1	삼양맵탱마늘조개라면	SAMYANG MEP Garlic and Clam	8/4/4.23oz
Hanmi	82937	087703829374	0 87703 82937 4	삼양맵탱흑후추소고기라면	SAMYANG MEP Black Pepper and Beef	8/4/4.23oz
Hanmi	82936	087703829367	0 87703 82936 7	삼양맵탱레드페퍼,치킨실란트	SAMYANG MEP RedPepper and Chicken	8/4/4.23oz
Hanmi	33876	087703338760	0 87703 33876 0	삼양불닭볶음면컵	SAMYANG Buldak Chicken Flavor Ramen	6/70g
Hanmi	33877	087703338777	0 87703 33877 7	삼양핵불닭볶음면컵	SAMYANG 2X Buldak Chicken Flavor Ramen	6/70g
Hanmi	81537	087703815377	0 87703 81537 7	삼양까르보불닭볶음면컵	SAMYANG Spicy Chicken Flavor Ramen Carbonara	6/2.4oz
Hanmi	81538	087703815384	0 87703 81538 4	치즈불닭볶음면컵	SAMYANG Buldak Cheese	6/70g
Hanmi	83244	087703832442	0 87703 83244 2	삼양타코불닭볶음면		6/75g
Hanmi	81807	087703818071	0 87703 81807 1	삼양불닭볶음면큰컵	SY Buldak Original Ramen Big Bowl	6/105g
Hanmi	33884	087703338845	0 87703 33884 5	삼양까르보불닭볶음면큰컵	SAMYANG Carbo Buldak Chicken Flavor Ramen(Big Bowl)	16/105g
Hanmi	83012	087703830127	0 87703 83012 7	삼양양념치킨불닭볶음면큰컵	SY Buldak KOREAN BBQ CHICKEN	6/105g
Hanmi	82839	087703828391	0 87703 82839 1	삼양타코불닭볶음면큰컵	SY Buldak Taco Ramen Big Bowl	6/105g
Hanmi	83106	087703831063	0 87703 83106 3	삼양크림까르보불닭	SY Buldak Cream Carbo Ramen Big Bowl	6/105g
Hanmi	83010	087703830103	0 87703 83010 3	삼양로제불닭볶음면큰컵	SY Buldak Rose Ramen Big Bowl	6/105g
Hanmi	33887	087703338876	0 87703 33887 6	삼양까르보불닭떡볶이	SAMYANG CARBONARA RICE CAKE	4/6/3.17OZ
Hanmi	33886	087703338869	0 87703 33886 9	삼양불닭떡볶이	SAMYANG BULDAK RICE CAKE	4/6/3.17OZ
Hanmi	81732	087703817326	0 87703 81732 6	삼양로제불닭납작당면큰컵	Samyang Wide Noodle ROSE Big Bowl	12/5.89oz
Hanmi	33878	087703338784	0 87703 33878 4	삼양R불닭볶음면	SY Buldak Original Ramen Big Bowl	16/105g
Hanmi	83221	087703832213	0 87703 83221 3	삼양맵탱실란트로치킨라면큰컵	SAMYANG Mep Cilantro Chicken (Big bowl)	6/3.70oz
Hanmi	83219	087703832190	0 87703 83219 0	삼양맵탱마늘조개라면큰컵	SAMYANG Mep Garlic Clam (Big Bowl)	6/3.70oz
Hanmi	83220	087703832206	0 87703 83220 6	삼양맵탱흑후추소고기라면큰컵	SAMYANG Mep Black Pepper Beef (Big Bowl)	6/3.70oz
Hanmi	82615	087703826151	0 87703 82615 1	탱글청크토마토파스타볼	TANGLE Chunky Tomato Pasta Big Bowl	6/3.70oz
Hanmi	82823	087703828230	0 87703 82823 0	까르보스틱불닭소스	SPICY CHICKEN FLAVOR SAUCE CARBONARA STICK	4/50/10.50oz
Hanmi	82415	087703824157	0 87703 82415 7	삼양스틱불닭소스	SAMYANG Buldak Sauce Stick	4/50/6G
Hanmi	81854	087703818545	0 87703 81854 5	삼양불닭소스-오리지널	SAMYANG Buldak Chicken Flavor Sauce	24/7.05oz
Hanmi	81855	087703818552	0 87703 81855 2	삼양핵불닭소스	SAMYANG Buldak Chicken Flavor Sauce	24/7.05oz
Hanmi	81856	087703818569	0 87703 81856 9	삼양까르보불닭소스	SAMYANG Carbo Buldak Chicken Flavor Sauce	24/7.05oz
Hanmi	82262	087703822627	0 87703 82262 7	불닭오리지널감자칩	BULDAK ORIGINAL POTATO CHIPS	12/120g
Hanmi	82263	087703822634	0 87703 82263 4	불닭네가지치즈감자칩	BULDAK QUATTRO CHEESE POTATO CHIPS	12/120g
Hanmi	82264	087703822641	0 87703 82264 1	불닭하바네로라임감자칩	BULDAK HABANERO LIME POTATO CHIPS	12/120g
Hanmi	20584	087703205840	0 87703 20584 0	죽마고우롤전병,김맛	KOREAN CRACKER (ROLL JONBYONG), LAVER	12/12.88OZ(365G)
Hanmi	20585	087703205857	0 87703 20585 7	죽마고우롤전병,검은참깨	KOREAN CRACKER (ROLL JONBYONG), BLACK SESAME	12/12.88OZ(365G)
Hanmi	20587	087703205871	0 87703 20587 1	죽마고우롤전병,코코넛	KOREAN CRACKER (ROLL JONBYONG), COCONUT	12/12.88OZ(365G)
Hanmi	08857	087703088573	0 87703 08857 3	수라상죽마고우전병세트	SURASANG Rice Cracker Set Original	8/19.40oz
Hanmi	16162	087703161627	0 87703 16162 7	죽마고우,오란다	KOREAN CRACKER (ORANDA)	10/11.64OZ(330G)
Hanmi	16965	087703169654	0 87703 16965 4	죽마고우,왕소라형과자	KOREAN CRACKER (WANG SORA)	10/11.64OZ(330G)
Hanmi	17436	087703174368	0 87703 17436 8	죽마고우,김맛스낵	KOREAN CRACKER (SEAWEED SNACK)	10/11.64OZ(330G)
Hanmi	16161	087703161610	0 87703 16161 0	죽마고우,봉봉스낵	KOREAN CRACKER (BONG BONG)	10/11.64OZ(330G)
Hanmi	17673	087703176737	0 87703 17673 7	죽마고우,라면스낵	KOREAN CRACKER (RAMYUN SNACK)	10/11.64OZ(330G)
Hanmi	10635	087703106352	0 87703 10635 2	김맛전병(왕)	KOREAN LAVER CRACKER	24/9.87OZ(280G)
Hanmi	10636	087703106369	0 87703 10636 9	땅콩맛전병(왕)	KOREAN PEANUT CRACKER	24/9.87OZ(280G)
Hanmi	10637	087703106376	0 87703 10637 6	생강맛전병(왕)	KOREAN GINGER CRACKER	24/9.87OZ(280G)
Hanmi	14028	087703140288	0 87703 14028 8	한입전병,김맛(수라상)	KOREAN CRACKER (HANNIP, SEAWEED)	20/10.58OZ(300G)
Hanmi	14029	087703140295	0 87703 14029 5	한입전병,누룽지맛(수라상)	KOREAN CRACKER (HANNIP, NURUNGGI)	20/10.58OZ(300G)
Hanmi	14030	087703140301	0 87703 14030 1	한입전병,땅콩맛(수라상)	KOREAN CRACKER (HANNIP, PEANUT)	20/10.58OZ(300G)
Hanmi	17245	087703172456	0 87703 17245 6	발효보리건빵(왕)	KOREAN CRACKER (YEAST GUNPANG)	30/30Z(85G)
Hanmi	35564	087703355644	0 87703 35564 4	왕검은콩,깨보리건빵	KOREAN CRACKER (YEAST GUNPANG)	30/3 oz
Hanmi	23256	087703232563	0 87703 23256 3	왕한가위보름달뻥튀기	WANG Crispy Puffed Snack	20/3.53oz
Hanmi	15292	087703152922	0 87703 15292 2	베개마카로니(왕)소형	KOREAN CRACKER (MACARONI)	12/8.47OZ(240G)
Hanmi	16027	087703160279	0 87703 16027 9	베개팝스낵(왕)	PUFFED CEREAL COOKIE (POP SNACK)	10/10.58OZ(300G)
Hanmi	15290	087703152908	0 87703 15290 8	베개강냉이(왕)소형	KOREAN CRACKER (GANGNAENGI)	12/9.52OZ(270G)
Hanmi	15817	087703158177	0 87703 15817 7	베개팝콘강냉이(왕)	KOREAN POPCORN CRACKER (GANGNAENGI)	6/14.81OZ(420G)
Hanmi	16043	087703160439	0 87703 16043 9	베개쌀떡튀김(왕)	RICE CRACKER (DDUKTUIGIM)	6/15.16OZ(430G)
Hanmi	14914	087703149144	0 87703 14914 4	베개마카로니(수라상)	KOREAN CRACKER (MACARONI)	6/1.14LB(520G)
Hanmi	16033	087703160330	0 87703 16033 0	왕베개쌀튀밥	WANG Pop Rice Cracker	6/22.92OZ
Hanmi	15818	087703158184	0 87703 15818 4	왕베개삼색볼	WANG Pop Colored Snack	6/16.57OZ
Hanmi	03684	087703036840	0 87703 03684 0	갈릭버터프레첼(구겐)	KOREAN CRACKER (GARLIC BUTTER PRETZEL)	20/5.29OZ(150G)
Hanmi	03685	087703036857	0 87703 03685 7	콰트로치즈프레첼(구겐)	KOREAN CRACKER (QUATTRO CHEESE PRETZEL)	20/5.29OZ(150G)
