VENDOR	CODE	BARCODE	BARCODE_DISPLAY	NAME_KR	NAME_EN	SIZE
Hanmi	82683	087703826830	0 87703 82683 0	House Oden Soup Mix	House Oden Soup Mix	80/2.72OZ
Hanmi	82686	087703826861	0 87703 82686 1	House Ichimi Pepper	House Ichimi Red Pepper	160/0.56OZ
Hanmi	82777	087703827776	0 87703 82777 6	House Shichimi Pepper	House Shichimi Red Pepper Mix	160/0.63OZ
Hanmi	82814	087703828148	0 87703 82814 8	하우스RAYU	HOUSE RAYU OIL	80/1.09oz.
Hanmi	13462	087703134621	0 87703 13462 1	참기름(수라상),한국산	SESAME OIL	20/9.13FLOZ(270ML)
Hanmi	44403	087703444034	0 87703 44403 4	순참기름(왕)	SESAME OIL (US)	10/56FLOZ
Hanmi	44402	087703444027	0 87703 44402 7	순참기름(왕)	SESAME OIL (US)	24/6FLOZ(185ML)
Hanmi	44411	087703444119	0 87703 44411 9	왕순참기름	BULK SESAME SEED OIL	4.75 gal (18 L)
Hanmi	05251	087703052512	0 87703 05251 2	맛뜨락들기름	Perilla Oil	20/10.14OZ
Hanmi	44210	087703442108	0 87703 44210 8	가도야참기름	SESAME OIL (US) 5.5OZ	24/5.5FLOZ(162ML)
Hanmi	44212	087703442122	0 87703 44212 2	가도야참기름	SESAME OIL (US) 11OZ	12/11FLOZ(325ML)
Hanmi	44205	087703442054	0 87703 44205 4	가도야참기름	SESAME OIL (US) 22OZ	12/22.1FLOZ(650ML)
Hanmi	44204	087703442047	0 87703 44204 7	가도야참기름	SESAME OIL (US)	10/56FLOZ(1.65L)
Hanmi	80712	087703807129	0 87703 80712 9	LKK참기름	LKK Sesame Oil	10/56oz
Hanmi	82241	087703822412	0 87703 82241 2	니신Healthy참기름	NISSIN Healthy Sesame Oil 130g	15/130 g
Hanmi	82242	087703822429	0 87703 82242 9	니신Healthy참기름	NISSIN Healthy Sesame Oil 250g	12/250 g
Hanmi	82250	087703822504	0 87703 82250 4	니신Healthy참기름	NISSIN Healthy Sesame Oil 600g	20/600 g
Hanmi	82251	087703822511	0 87703 82251 1	니신Healthy참기름	NISSIN Healthy Sesame Oil 56oz	10/1630g
Hanmi	82252	087703822528	0 87703 82252 8	니신Pure참기름	NISSIN Pure Sesame Oil 130g	15/130 g
Hanmi	82253	087703822535	0 87703 82253 5	니신Pure참기름	NISSIN Pure Sesame Oil 250g	12/250 g
Hanmi	83569	087703835696	0 87703 83569 6	동원참기름	DONGWON Sesame Oil	24/160 ML
Hanmi	83570	087703835702	0 87703 83570 2	동원참기름	DONGWON Sesame Oil	20/320 ML
Hanmi	83568	087703835689	0 87703 83568 9	동원참기름	DONGWON Sesame Oil	15/420 ML
Hanmi	83508	087703835085	0 87703 83508 5	동원참치액진	DW Tuna Extract Sauce	16/ 500 g
Hanmi	83509	087703835092	0 87703 83509 2	동원참치액진	DW Tuna Extract Sauce	12/900 g
Hanmi	03816	087703038165	0 87703 03816 5	움쉐프의2배참치액	Doulble Concentrate Tuna Sauce	12/16.9OZ
Hanmi	83539	087703835399	0 87703 83539 9	동원프리미엄동원참치액	DONGWON Tuna Extract Sauce	12/900g
Hanmi	82348	087703823488	0 87703 82348 8	LKK프리미엄굴소스	LKK PREMIUM OYSTER SAUCE	12/18OZ
Hanmi	82349	087703823495	0 87703 82349 5	LKK판다굴소스	LKK OYSTER FLAVORED SAUCE 18oz	12/18OZ
Hanmi	82350	087703823501	0 87703 82350 1	LKK판다굴소스	LKK OYSTER FLAVORED SAUCE 32oz	12/32OZ
Hanmi	82351	087703823518	0 87703 82351 8	LKK호이신소스	LKK HOISIN SAUCE 20oz	12/20OZ
Hanmi	82352	087703823525	0 87703 82352 5	LKK호이신소스	LKK HOISIN SAUCE 36oz	12/36OZ
Hanmi	82353	087703823532	0 87703 82353 2	LKK스리라차마요	LKK SRIRACHA MAYO	12/15OZ
Hanmi	82354	087703823549	0 87703 82354 9	LKK프리미엄진간장	LKK PREMIUM DARK SOY SAUCE	12/16.9OZ
Hanmi	82355	087703823556	0 87703 82355 6	LKK간장	LKK SOY SAUCE	12/16.9OZ
Hanmi	82791	087703827912	0 87703 82791 2	LKK HOISIN SAUCE	LKK Hoisin Sauce	6/5lb
Hanmi	83194	087703831940	0 87703 83194 0	LKK Panda brand Oyster F/D	LKK Panda brand Oyster F/D	12/20.5oz
Hanmi	82359	087703823594	0 87703 82359 4	LKK치킨파우더	LKK Premium Chicken Powder	12/35oz
Hanmi	82805	087703828056	0 87703 82805 6	LKK PREMIUM SOY SAUCE	PREMIUM SOY SAUCE	12/16.9oz
Hanmi	82806	087703828063	0 87703 82806 3	LKK PREMIUM SOY SAUCE	PREMIUM SOY SAUCE	6/1.75 L
Hanmi	82807	087703828070	0 87703 82807 0	LKK Premium Soy Sauce	Premium Soy Sauce	5gal.
Hanmi	82808	087703828087	0 87703 82808 7	LKK Seasoned Soy Sauce	Seasoned Soy Sauce	6/59fl
Hanmi	82809	087703828094	0 87703 82809 4	LKK Soy Sauce	Soy Sauce	6/59oz
Hanmi	82810	087703828100	0 87703 82810 0	LKK Kum Chun Soy Sauce	Kum Chun Soy Sauce	5gal.
Hanmi	82811	087703828117	0 87703 82811 7	LKK Seasoned Soy Sauce	Seasoned Soy Sauce	12/500m
Hanmi	82812	087703828124	0 87703 82812 4	LKK Seasoned Soy Sauce	Seasoned Soy Sauce	6/59oz
Hanmi	82813	087703828131	0 87703 82813 1	LKK Teriyaki Glaze	Teriyaki Glaze	4/10.5lbs.
Hanmi	82825	087703828254	0 87703 82825 4	LKK금천굴소스	LKK Kum Chun Oyster Flavored Sauce	6/2.21kg
Hanmi	83195	087703831957	0 87703 83195 7	LKK Premium Dark Soy Sauce	LKK Premium Dark Soy Sauce	6/59oz
Hanmi	83240	087703832404	0 87703 83240 4	LKK Premium Dark Soy Sauce	LKK Premium Dark Soy Sauce	6/8.4oz
Hanmi	83241	087703832411	0 87703 83241 1	LKK Gluten Free Soy Sauce	LKK Gluten Free Soy Sauce	6/8.4oz
Hanmi	80507	087703805071	0 87703 80507 1	LKK프리미엄진간장(Gluten-Free)	LKK Gluten-Free DARK Soy Sauce	6/64 oz
Hanmi	82197	087703821972	0 87703 82197 2	LKK굴소스판다	LKK Oyster Sauce Panda	6/5 Lb
Hanmi	82781	087703827813	0 87703 82781 3	LKK Black Bean Garlic Sauce	LKK Black Bean Garlic Sauce	6/5 Lb
Hanmi	82782	087703827820	0 87703 82782 0	LKK Chili Bean sauce	LKK Chili Bean sauce	12/8oz.
Hanmi	82783	087703827837	0 87703 82783 7	LKK Chili Bean sauce	LKK Chili Bean sauce	12/13oz.
Hanmi	82784	087703827844	0 87703 82784 4	LKK Chili Garlic sauce	LKK Chili Garlic Sauce	12/13oz
Hanmi	82785	087703827851	0 87703 82785 1	LKK Chili Oil	LKK Chili Oil	6/59floz
Hanmi	82786	087703827868	0 87703 82786 8	LKK Chiu Chow Style Chilie Crisp Oil	Chiu Chow Style Chilie Crisp Oil	12/7.2oz
Hanmi	82787	087703827875	0 87703 82787 5	LKK Chiu Chow Style Chilie oil	Chiu Chow Style Chilie oil	12/31.7oz
Hanmi	82788	087703827882	0 87703 82788 2	LKK Sichuan Peppercorn Oil	Sichuan Peppercorn Oil	6/59oz
Hanmi	82789	087703827899	0 87703 82789 9	LKK Ground Bean Sauce	Ground Bean Sauce	6/5lbs.
Hanmi	82790	087703827905	0 87703 82790 5	LKK프리미엄굴소스	LKK Premium oyster sauce	12/32oz.
Hanmi	83361	087703833616	0 87703 83361 6	LKK Chef Select Hoisin Sauce	Chef Select Hoisin Sauce	6/5lbs.
Hanmi	82792	087703827929	0 87703 82792 9	LKK Gluten Free Hoisin Sauce	Gluten Free Hoisin Sauce	6/5 Lb
Hanmi	82793	087703827936	0 87703 82793 6	LKK Minced Garlic	Minced Garlic	12/11.5oz.
Hanmi	82794	087703827943	0 87703 82794 3	LKK Plum Sauce	Plum Sauce	6/5lbs.
Hanmi	82803	087703828032	0 87703 82803 2	LKK GLUTEN FREE SOY SAUCE	GLUTEN FREE SOY SAUCE	6/64oz
Hanmi	83287	087703832879	0 87703 83287 9	LKK PURE SESAME OIL	LKK Pure Sesame Oil	12/7oz
Hanmi	82797	087703827974	0 87703 82797 4	LKK Thai Sweet Chili Sauce	Thai Sweet Chili Sauce	6/2.2 Kg
Hanmi	82798	087703827981	0 87703 82798 1	LKK Sichuan Mala Chili Oil	Sichuan Mala Chili Oil	6/30oz
Hanmi	82801	087703828018	0 87703 82801 8	LKK Mos-soup Base MALATANG	Mos-soup Base MALATANG	2/6/7 oz
Hanmi	82802	087703828025	0 87703 82802 5	LKK Mos-soup Base Pork Bone	Mos-soup Base Pork Bone	2/6/7 oz
Hanmi	83458	087703834583	0 87703 83458 3	LKK BROCCOLI BEEF SAUCE	LKK Sauce for Broccoli Beef	6/8oz
Hanmi	83459	087703834590	0 87703 83459 0	LKK LETTUCE WRAP SAUCE	LKK Sauce for Lettuce Wrap	6/8oz
Hanmi	83460	087703834606	0 87703 83460 6	LKK ORANGE CHICKEN SAUCE	LKK Sauce for Orange Chicken	6/8oz
Hanmi	83242	087703832428	0 87703 83242 8	LKK Organic Premium Soy Sauce	LKK Organic Premium Soy Sauce	6/8.4oz
Hanmi	83035	087703830356	0 87703 83035 6	LKK Less Sodium Soy 5 gal	LKK Less Sodium Soy 5 gal	5 Gallon
Hanmi	82831	087703828315	0 87703 82831 5	LKK간장,글루텐프리5GAL	LKK Gluten Free Soy Sauce 5 Gal	5 Gallon
Hanmi	83033	087703830332	0 87703 83033 2	LKK Honey Sriracha Sauce	LKK Honey Sriracha Sauce	12/20oz
Hanmi	83022	087703830226	0 87703 83022 6	LKK판다굴소스	LKK Panda Oyster Sauce	12/9oz
Hanmi	83023	087703830233	0 87703 83023 3	LKK Black Bean Garlic Sauce	LKK Black Bean Garlic Sauce	12/13oz
Hanmi	83024	087703830240	0 87703 83024 0	LKK Char Siu Sauce	LKK Char Siu Sauce	12/14oz
Hanmi	83027	087703830271	0 87703 83027 1	LKK Garlic Hoisin Sauce	LKK Garlic Hoisin Sauce	12/20.8oz
Hanmi	83028	087703830288	0 87703 83028 8	LKK Vegeterian Hoisin Sauce	LKK Vegeterian Hoisin Sauce	12/20oz
Hanmi	83031	087703830318	0 87703 83031 8	LKK Peanut Flavored Sauce	LKK Peanut Flavored Sauce	12/8oz
Hanmi	83196	087703831964	0 87703 83196 4	LKK Premium Soy Sauce	LKK Premium Soy Sauce	12/8.4oz
Hanmi	83197	087703831971	0 87703 83197 1	LKK Less Sodium Soy Sauce	LKK Less Sodium Soy Sauce	12/8.4oz
Hanmi	82827	087703828278	0 87703 82827 8	LKK새우소스	LKK Shrimp Sauce(Finely Ground)	12/12oz
Hanmi	83029	087703830295	0 87703 83029 5	LKK Minced Ginger	LKK Minced Ginger	12/11.5oz
Hanmi	83032	087703830325	0 87703 83032 5	LKK Spicy Soybean Sauce	LKK Spicy Soybean Sauce	12/8.5oz
Hanmi	83030	087703830301	0 87703 83030 1	LKK Stir-Fry Sauce	LKK Stir-Fry Sauce	12/19oz
Hanmi	83034	087703830349	0 87703 83034 9	LKK Teriyaki sauce	LKK Teriyaki sauce	12/250g
Hanmi	82828	087703828285	0 87703 82828 5	LKK마라칠리소스	LKK Mala Chili Sauce	6/2.1KG
Hanmi	82826	087703828261	0 87703 82826 1	LKK두반장	LKK Chili Bean(Toban)	6/2.04kg
Hanmi	83447	087703834477	0 87703 83447 7	LKK VEGAN OS	LKK Vegan Oyster Flavored Sauce	12/18oz
Hanmi	83448	087703834484	0 87703 83448 4	LKK CHAR SIU SAUCE	LKK Char Siu Sauce(Chinese Barbecue)	12/8.5oz
Hanmi	83025	087703830257	0 87703 83025 7	LKK HONEY BARBECUE	LKK Honey Barbecue Sauce(Char Siu Style)	6/2.55kg
Hanmi	83329	087703833296	0 87703 83329 6	LKK SHRIMP CHILI OIL	LKK Fiery Hot Dried Shrimp Chili Oil	12/7.2oz
Hanmi	83036	087703830363	0 87703 83036 3	LKK CHUNG OS	LKK Chung Brand Oyster Flavored Sauce	6/2.21kg
Hanmi	83449	087703834491	0 87703 83449 1	LKK HOISIN SAUCE	LKK Hoisin Sauce	12/14oz
Hanmi	83450	087703834507	0 87703 83450 7	LKK GREEN SCHN PC OIL	LKK Green Sichuan Peppercorn Oil	12/6.3oz
Hanmi	83451	087703834514	0 87703 83451 4	LKK KUNG PAO.STIR FRY	LKK Kung Pao Stir-Fry Sauce	12/18.5oz
Hanmi	83452	087703834521	0 87703 83452 1	LKK PAD THAI SAUCE	LKK PAD THAI SAUCE	12/8.8oz
Hanmi	83453	087703834538	0 87703 83453 8	LKK SESAME SAUCE	LKK Sesame Sauce(Cheer Pack)	12/6.7oz
Hanmi	83454	087703834545	0 87703 83454 5	LKK SRIRACHA CHILI SCE.	LKK Sriracha Chili Sauce	12/18oz
Hanmi	83455	087703834552	0 87703 83455 2	LKK SSD. RICE VINEGAR	LKK Seasoned Rice Vinegar	12/16.9oz
Hanmi	83456	087703834569	0 87703 83456 9	LKK SCHN SP. STIR FRY	LKK Sichuan Style Spicy Stir-Fry Sauce	40/3.5oz
Hanmi	83457	087703834576	0 87703 83457 6	LKK SOUP FOR TOM YUM	LKK Soup Base for Tom Yum Hot Pot	2/6/7oz
Hanmi	83331	087703833319	0 87703 83331 9	LKK SCHN MABO TOFU	LKK Sauce for Sichuan Style Mabo Tofu	3/12/2.5oz
Hanmi	83332	087703833326	0 87703 83332 6	LKK REG. MABO TOFU	LKK Sauce for Mabo Tofu	3/12/2.5oz
Hanmi	83276	087703832763	0 87703 83276 3	LKK SEASONED SOY FOR SF	LKK Seasoned Soy for Seafood	12/14oz
Hanmi	82830	087703828308	0 87703 82830 8	LKK ORANGE CHICK SAUCE	LKK Sauce for Orange Chicken	4/4.54kg
Hanmi	83271	087703832718	0 87703 83271 8	LKK BROWN COOKING SOY	LKK Brown Cooking Soy Sauce	12/16.9oz
Hanmi	83274	087703832749	0 87703 83274 9	LKK ORGANIC PRM SOY	LKK Organic Premium Soy Sauce	6/16.9oz
Hanmi	83272	087703832725	0 87703 83272 5	LKK GLUTEN FREE SOY	LKK Gluten Free Soy Sauce	6/16.9oz
Hanmi	83462	087703834620	0 87703 83462 0	LKK LESS SODIUM SOY	LKK Less Sodium Soy Sauce	12/16.9oz
Hanmi	83463	087703834637	0 87703 83463 7	LKK LESS SODIUM SOY	LKK Less Sodium Soy Sauce	6/64oz
Hanmi	83464	087703834644	0 87703 83464 4	LKK LIQUID SEASONING	LKK Liquid Seasoning	12/14oz
Hanmi	83465	087703834651	0 87703 83465 1	LKK PRM SOY SAUCE(PP)	LKK Primium Soy Sauce	6/64oz
Hanmi	83466	087703834668	0 87703 83466 8	LKK AUTH.1ST DRAW SOY	LKK Supreme Auth. First Draw Soy	12/16.9oz
Hanmi	83461	087703834613	0 87703 83461 3	LKK DX. 1ST DRAW SOY	LKK Deluxe First Draw Soy Sauce	12/16.9oz
Hanmi	83467	087703834675	0 87703 83467 5	LKK LOW. 1ST DRAW SOY	LKK Supr Auth. 1st Draw Salt Reduced Soy	12/16.9oz
Hanmi	83468	087703834682	0 87703 83468 2	LKK LIME CILANTRO HOISIN	LKK Lime Cilantro Hoisin Sauce	6/20oz
Hanmi	83469	087703834699	0 87703 83469 9	LKK LEMGR. CHILI HOISIN	LKK Lemongrass Chili Hoisin Sauce	6/19oz
Hanmi	83604	087703836044	0 87703 83604 4	LKK CHICKEN POWDER	LKK Chicken Bouillon Powder	24/8oz
Hanmi	83605	087703836051	0 87703 83605 1	LKK SATAY SAUCE	LKK Satay Sauce	12/7oz
Hanmi	83607	087703836075	0 87703 83607 5	LKK LESS SODIUM SOY SAUCE	LKK Less Sodium Soy Sauce	6/5.1oz
Hanmi	83608	087703836082	0 87703 83608 2	LKK PREMIUM SOY SAUCE	LKK Premium Soy Sauce	6/5.1oz
Hanmi	83606	087703836068	0 87703 83606 8	LKK SPARE RIB SAUCE	LKK Spare Rib Sauce	12/14oz
Hanmi	83446	087703834460	0 87703 83446 0	LKK CHOY SUN OS	LKK Choy Sun Oyster Flavored Sauce	12/20.5oz
Hanmi	83273	087703832732	0 87703 83273 2	LKK MUSH DARK SOY	LKK Mushroom Flavored Dark Soy Sauce	12/16.9oz
Hanmi	83283	087703832831	0 87703 83283 1	LKK PANDA OS(PP)	LKK Panda Brand Oyster Flavored Sauce	6/5lb
Hanmi	83280	087703832800	0 87703 83280 0	LKK PANDA OS, GREEN	LKK Panda Green Label Oyster Flavored Sauce	6/5lb
Hanmi	83284	087703832848	0 87703 83284 8	LKK PANDA OS, GREEN	LKK Panda Green Label Oyster Flavored Sauce	12/18oz
Hanmi	83445	087703834453	0 87703 83445 3	LKK PANDA LS SOD. OS	LKK Panda Less Sodium Oyster Sauce	24/17.5oz
Hanmi	82829	087703828292	0 87703 82829 2	LKK SUSHI UNAGI SAUCE	LKK Sushi Unagi Sauce	6/5.3lb
Hanmi	83330	087703833302	0 87703 83330 2	LKK SWEET&SOUR SAUCE	LKK Sweet &Sour Sauce	12/8.5oz
Hanmi	83279	087703832794	0 87703 83279 4	LKK SWEET SOY SAUCE	LKK Sweet Soy Sauce	12/14oz
Hanmi	05905	087703059054	0 87703 05905 4	흰물엿(왕)	CORN SYRUP	12/2.64LB(1.2KG)
Hanmi	16212	087703162129	0 87703 16212 9	흰물엿(왕)	CORN SYRUP	6/5.4LB(2.45KG)
Hanmi	11366	087703113664	0 87703 11366 4	흰물엿	CORN SYRUP	2/19.84LB(9KG)
Hanmi	03171	087703031715	0 87703 03171 5	맥아물엿(왕)	MALT SYRUP	8/6.6LB(3KG)
Hanmi	01048	087703010482	0 87703 01048 2	강초(왕)	VINEGAR	12/30.72FLOZ(910ML)
Hanmi	05611	087703056114	0 87703 05611 4	강초(왕)	VINEGAR	9/60.8FLOZ(1.8L)
Hanmi	14904	087703149045	0 87703 14904 5	현미식초(수라상)	BROWN RICE VINEGAR	15/30.4FLOZ(900ML)
Hanmi	14905	087703149052	0 87703 14905 2	사과식초(수라상)	APPLE VINEGAR	15/30.4FLOZ(900ML)
Hanmi	20453	087703204539	0 87703 20453 9	매실식초(수라상)	PLUM VINEGAR	15/30.4FLOZ(900ML)
Hanmi	14346	087703143463	0 87703 14346 3	롯데환만식초	LOTTE Vinegar	9/1.8L
Hanmi	20051	087703200517	0 87703 20051 7	매실원액(하봉정)	PLUM EXTRACT	9/23.64FLOZ(700ML)
Hanmi	02262	087703022621	0 87703 02262 1	몽고순간장	Mongo Soy Sauce	12/30.343 fz
Hanmi	02263	087703022638	0 87703 02263 8	몽고국간장	MONGO Soy Sauce(Soup base)	12/30.343 fz
Hanmi	02264	087703022645	0 87703 02264 5	몽고진간장	Mongo Soy Sauce (Dark Soy)	12/900 ml
Hanmi	02275	087703022751	0 87703 02275 1	몽고국간장,양조	Mongo Soy Sauce (Soup Base/Soybean/Wheat)	6/50.72 fz
Hanmi	02555	087703025554	0 87703 02555 4	몽고진간장양조	Mongo Soy Sauce (Soybean/Wheat)	3.43 gal
Hanmi	01145	087703011458	0 87703 01145 8	서해바다소금(왕)	NATURAL SEA SALT, FINE	10/3LB(1.36KG)
Hanmi	20606	087703206069	0 87703 20606 9	서해바다소금(왕)	NATURAL SEA SALT, FINE	6/5LB(2.27KG)
Hanmi	04474	087703044746	0 87703 04474 6	서해바다소금(왕)	NATURAL SEA SALT, FINE	3/10LB(4.53KG)
Hanmi	14795	087703147959	0 87703 14795 9	꽃소금(왕)	NATURAL SEA SALT, FINE	12/32OZ(907G)
Hanmi	01138	087703011380	0 87703 01138 0	신안군증도산바다소금	NATURAL SEA SALT, COARSE	10/3LB(1.36KG)
Hanmi	20608	087703206083	0 87703 20608 3	신안군증도산바다소금	NATURAL SEA SALT, COARSE	6/5LB(2.27KG)
Hanmi	04456	087703044562	0 87703 04456 2	신안군증도산바다소금	NATURAL SEA SALT, COARSE	3/10LB(4.53KG)
Hanmi	14137	087703141377	0 87703 14137 7	김치절임소금(왕)	NATURAL SEA SALT, COARSE	6/6.6LB(3KG)
Hanmi	14138	087703141384	0 87703 14138 4	진금함초소금(왕)	KOREAN HERB SEA SALT	15/7.05OZ(200G)
Hanmi	23442	087703234420	0 87703 23442 0	진금후추소금	BLACK PEPPER SEA SALT	15/7.05OZ(200G)
Hanmi	12005	087703120051	0 87703 12005 1	진금등심구이쑥소금(왕)	KOREAN SEA SALT	15/7.05OZ(200G)
Hanmi	10427	087703104273	0 87703 10427 3	왕매운치즈맛시즈닝	SPICY CHEESE SEASONING POWDER	12/5.29oz
Hanmi	10428	087703104280	0 87703 10428 0	왕치즈맛시즈닝	SWEET CHEESE SEASONING POWDER	12/5.29oz
Hanmi	11942	087703119420	0 87703 11942 0	장충동물냉면(수라상)	KOREAN STYLE NOODLE WITH COLD SOUP	12/37.74OZ(1.07KG)
Hanmi	11943	087703119437	0 87703 11943 7	오장동비빔냉면(수라상)	KOREAN STYLE NOODLE WITH HOT SAUCE	12/18OZ(512G)
Hanmi	12463	087703124639	0 87703 12463 9	비빔생쫄면(왕)	KOREAN STYLE NOODLE WITH HOT SAUCE	12/18.34OZ(520G)
Hanmi	13291	087703132917	0 87703 13291 7	수라상장충동냉면육수	Cold Soup For Korean Buckwheat noodle	30/330ml
Hanmi	18286	087703182868	0 87703 18286 8	곤약말이	Konyaku Noodle Type	24/0.44lbs
Hanmi	27086	087703270862	0 87703 27086 2	묵곤약구	Konyaku Block Type	20/8.81oz
Hanmi	17656	087703176560	0 87703 17656 0	우무채	SEA TANGLE NOODLES	12/0.88LB(400G)
Hanmi	27088	087703270886	0 87703 27088 6	파래곤약구	Green Laver Seaweed Konaku	30/7.05oz
Hanmi	27089	087703270893	0 87703 27089 3	해초곤약구	Seaweed Konaku	30/7.05oz
Hanmi	27087	087703270879	0 87703 27087 9	실곤약구	Konyaku Angel Hair Type	30/8.81oz
Hanmi	10898	087703108981	0 87703 10898 1	깐메추리알(왕) , 15알	QUAIL EGGS IN BRINE 15pc	32/19.04LB
Hanmi	10592	087703105928	0 87703 10592 8	천사채(왕)	SEA TANGLE NOODLES	30/12OZ(340G)
Hanmi	01107	087703011076	0 87703 01107 6	미니소세지,키즈봉(왕)	FISH CAKE, ORIGINAL (MINI)	10/24/0.6OZ(17G)
Hanmi	09247	087703092471	0 87703 09247 1	미니소세지떡볶이봉(왕)	FISH CAKE, TOBOKKI RICE CAKE FLAVOR	12/10/1.2OZ(34G)
Hanmi	13085	087703130852	0 87703 13085 2	미니소세지,미스봉(왕)	FISH CAKE, ORIGINAL	12/10/1.2OZ(34G)
Hanmi	16995	087703169951	0 87703 16995 1	미니소세지,꽃게맛	FISH CAKE, CRAB FLAVOR	12/10/1.2OZ(34G)
Hanmi	18535	087703185357	0 87703 18535 7	미니소세지,고추맛(왕)	FISH CAKE, HOT PEPPER FLAVOR	12/10/1.2OZ(34G)
Hanmi	21273	087703212732	0 87703 21273 2	미니소세지,치즈봉(왕)	FISH CAKE, CHEESE FLAVOR	12/10/1.2OZ(34G)
Hanmi	22153	087703221536	0 87703 22153 6	미니소세지,불닭봉(왕)	FISH CAKE, HOT CHICKEN FLAVOR (MINI)	12/10/1.2OZ(34G)
Hanmi	22154	087703221543	0 87703 22154 3	미니소세지,바베큐봉(왕)	FISH CAKE, BBQ FLAVOR (MINI)	12/10/1.2OZ(34G)
Hanmi	00414	087703004146	0 87703 00414 6	시골단무지(황스시／왕)	PICKLED RADISH (HALF CUT)	14/35OZ(2LB)1KG
Hanmi	01238	087703012387	0 87703 01238 7	시골단무지(백스시／왕)	PICKLED RADISH (HALF CUT)	14/35OZ(2LB)1KG
Hanmi	01941	087703019416	0 87703 01941 6	시골단무지(황통／왕)	PICKLED RADISH (WHOLE)	20/17.6OZ(500G)
Hanmi	03392	087703033924	0 87703 03392 4	시골단무지(백통／왕)	PICKLED RADISH (WHOLE)	20/17.6OZ(500G)
Hanmi	04071	087703040717	0 87703 04071 7	시골단무지(황반절／왕)	PICKLED RADISH (HALF CUT)	30/12.3OZ(350G)
Hanmi	04070	087703040700	0 87703 04070 0	시골단무지(황슬라이스／왕)	PICKLED RADISH (HALF SLICED)	30/12.3OZ(350G)
Hanmi	01831	087703018310	0 87703 01831 0	시골단무지(황슬라이스／왕)	PICKLED RADISH (HALF SLICED)	16/35OZ(2LB)1KG
Hanmi	05211	087703052116	0 87703 05211 6	시골단무지(황김밥속／왕)	PICKLED RADISH (VERTICAL CUT)	14/35OZ(2LB)1KG
Hanmi	04019	087703040199	0 87703 04019 9	시골단무지(김밥속,백)	PICKLED RADISH (VERTICAL CUT)	14/2.2LB(1KG)
Hanmi	08199	087703081994	0 87703 08199 4	단무지(황스시／스키나)	PICKLED RADISH (CN)	14/35OZ(2LB)1KG
Hanmi	08200	087703082007	0 87703 08200 7	단무지(황통／스키나)	PICKLED RADISH (WHOLE) (CN)	20/17.6OZ(500G)
Hanmi	08201	087703082014	0 87703 08201 4	단무지(황반절／스키나)	PICKLED RADISH (HALFED) (CN)	30/12.3OZ(350G)
Hanmi	01896	087703018969	0 87703 01896 9	스키나SLICED단무지	SUKINA Pickled Radish Half Sliced	30/12.3OZ
Hanmi	09001	087703090019	0 87703 09001 9	단무지SLICED (스키나)	PICKLED RADISH (CN)	4/8.8LB(4KG)
Hanmi	04126	087703041264	0 87703 04126 4	서울식맛김치(한국산)	NAPA CABBAGE KIMCHI IN PET BOTTLE (KR)	8/1.76LB(800G)
Hanmi	03138	087703031388	0 87703 03138 8	서울식맛김치(한국산)	NAPA CABBAGE KIMCHI IN PET BOTTLE (KR)	12/1.10LB(500G)
Hanmi	03732	087703037328	0 87703 03732 8	수라상포기김치,서울식(한국산)	NAPA CABBAGE KIMCHI (WHOLE) IN PACK (KR)	2/11LB(5KG)
Hanmi	03734	087703037342	0 87703 03734 2	수라상포기김치,남도식(한국산)	NAPA CABBAGE KIMCHI (WHOLE) IN PACK (KR)	2/11LB(5KG)
Hanmi	03735	087703037359	0 87703 03735 9	수라상포기김치,서울식(한국산)	NAPA CABBAGE KIMCHI (WHOLE) IN PACK (KR)	4/6.6LB(3KG)
Hanmi	03736	087703037366	0 87703 03736 6	수라상포기김치,남도식(한국산)	NAPA CABBAGE KIMCHI (WHOLE) IN PACK (KR)	4/6.6LB(3KG)
Hanmi	11183	087703111837	0 87703 11183 7	포기김치(식당용) (왕)	CABBAGE KIMCHI (CN)	35.2LB(16KG) TC+BOX
Hanmi	19259	087703192591	0 87703 19259 1	포기김치(수라상)	WHOLE CABBAGE KIMCHI (CN)	2/11lb(5kg)
Hanmi	33060	087703330603	0 87703 33060 3	SURASANG Kimchi SLICED	수라상 반찬김치	22 Lb(10 kg)
Hanmi	41736	087703417366	0 87703 41736 6	맛김치서울식(수라상)	CHILLED CABBAGE KIMCHI (CN)	12/16OZ(453G)
Hanmi	41737	087703417373	0 87703 41737 3	맛김치(수라상)	CHILLED CABBAGE KIMCHI (CN)	12/30OZ(850G)
Hanmi	19628	087703196285	0 87703 19628 5	맛김치(수라상)	CHILLED CABBAGE KIMCHI (CN)	6/42.32OZ(1.2KG)
Hanmi	19727	087703197275	0 87703 19727 5	포기김치서울식(수라상)	WHOLE CABBAGE KIMCHI (CN)	2/11lb(5kg)
Hanmi	00005	087703000056	0 87703 00005 6	수라상서울식맛김치	SURASANG Chilled Cabbage Kimchi	2/11LB
Hanmi	07032	087703070325	0 87703 07032 5	수라상전라도식총각김치	Surasag Korean Radish Kimchi Bottle	8/1.65LB
Hanmi	07031	087703070318	0 87703 07031 8	수라상전라도식깍뚜기	Surasag Korean Sliced Radish Kimchi Bottle	8/1.65LB
